difficulty,rank,family,items,packages,enchantment,present,prevalence,medianPresent,medianAll,min,max
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,PIERCING,5,0.7143,3,2,1,4
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,POWER,1,0.1429,5,0,5,5
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,PUNCH,1,0.1429,2,0,2,2
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,QUICK_CHARGE,4,0.5714,2.5,2,2,3
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,SHARPNESS,1,0.1429,5,0,5,5
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,UNBREAKING,4,0.5714,2.5,2,2,3
NEUTRAL,MINIBOSS,HELMETS,38,11,AQUA_AFFINITY,6,0.1579,1.0,0.0,1,1
NEUTRAL,MINIBOSS,HELMETS,38,11,BINDING_CURSE,2,0.0526,1.0,0.0,1,1
NEUTRAL,MINIBOSS,HELMETS,38,11,BLAST_PROTECTION,2,0.0526,1.0,0.0,1,1
NEUTRAL,MINIBOSS,HELMETS,38,11,EARTHQUAKE,1,0.0263,2,0.0,2,2
NEUTRAL,MINIBOSS,HELMETS,38,11,FIRE_PROTECTION,4,0.1053,4.0,0.0,1,5
NEUTRAL,MINIBOSS,HELMETS,38,11,MENDING,3,0.0789,1,0.0,1,1
NEUTRAL,MINIBOSS,HELMETS,38,11,PROJECTILE_PROTECTION,6,0.1579,1.5,0.0,1,3
NEUTRAL,MINIBOSS,HELMETS,38,11,PROTECTION,32,0.8421,3.0,3.0,1,6
NEUTRAL,MINIBOSS,HELMETS,38,11,RESPIRATION,9,0.2368,3,0.0,1,3
NEUTRAL,MINIBOSS,HELMETS,38,11,THORNS,2,0.0526,2.0,0.0,1,3
NEUTRAL,MINIBOSS,HELMETS,38,11,UNBREAKING,29,0.7632,3,3.0,1,5
NEUTRAL,MINIBOSS,HELMETS,38,11,VANISHING_CURSE,7,0.1842,1,0.0,1,1
NEUTRAL,MINIBOSS,HOES,4,4,EFFICIENCY,1,0.25,5,0.0,5,5
NEUTRAL,MINIBOSS,HOES,4,4,HUNTER,1,0.25,3,0.0,3,3
NEUTRAL,MINIBOSS,HOES,4,4,LOOTING,1,0.25,3,0.0,3,3
NEUTRAL,MINIBOSS,HOES,4,4,MENDING,1,0.25,1,0.0,1,1
NEUTRAL,MINIBOSS,HOES,4,4,SHARPNESS,2,0.5,3.5,1.0,2,5
NEUTRAL,MINIBOSS,HOES,4,4,SWEEPING_EDGE,2,0.5,2.0,0.5,1,3
NEUTRAL,MINIBOSS,HOES,4,4,UNBREAKING,2,0.5,3.0,1.5,3,3
NEUTRAL,MINIBOSS,LEGGINGS,27,11,BINDING_CURSE,1,0.037,1,0,1,1
NEUTRAL,MINIBOSS,LEGGINGS,27,11,BLAST_PROTECTION,3,0.1111,1,0,1,3
NEUTRAL,MINIBOSS,LEGGINGS,27,11,EARTHQUAKE,1,0.037,2,0,2,2
NEUTRAL,MINIBOSS,LEGGINGS,27,11,FEATHER_FALLING,2,0.0741,2.5,0,2,3
NEUTRAL,MINIBOSS,LEGGINGS,27,11,FIRE_PROTECTION,5,0.1852,4,0,1,5
NEUTRAL,MINIBOSS,LEGGINGS,27,11,MENDING,3,0.1111,1,0,1,1
NEUTRAL,MINIBOSS,LEGGINGS,27,11,PROJECTILE_PROTECTION,5,0.1852,1,0,1,2
NEUTRAL,MINIBOSS,LEGGINGS,27,11,PROTECTION,22,0.8148,3.0,3,2,6
NEUTRAL,MINIBOSS,LEGGINGS,27,11,THORNS,2,0.0741,3.0,0,3,3
NEUTRAL,MINIBOSS,LEGGINGS,27,11,UNBREAKING,19,0.7037,3,2,1,5
NEUTRAL,MINIBOSS,LEGGINGS,27,11,VANISHING_CURSE,3,0.1111,1,0,1,1
NEUTRAL,MINIBOSS,SHIELDS,4,4,THORNS,1,0.25,1,0.0,1,1
NEUTRAL,MINIBOSS,SHIELDS,4,4,UNBREAKING,3,0.75,3,2.5,2,3
NEUTRAL,MINIBOSS,SHIELDS,4,4,VANISHING_CURSE,2,0.5,1.0,0.5,1,1
NEUTRAL,MINIBOSS,SWORDS,48,7,BANE_OF_ARTHROPODS,2,0.0417,3.5,0.0,2,5
NEUTRAL,MINIBOSS,SWORDS,48,7,CRITICAL_STRIKES,3,0.0625,2,0.0,1,2
NEUTRAL,MINIBOSS,SWORDS,48,7,FIRE_ASPECT,21,0.4375,2,0.0,2,4
NEUTRAL,MINIBOSS,SWORDS,48,7,FLAMETHROWER,1,0.0208,1,0.0,1,1
NEUTRAL,MINIBOSS,SWORDS,48,7,HUNTER,1,0.0208,3,0.0,3,3
NEUTRAL,MINIBOSS,SWORDS,48,7,KNOCKBACK,6,0.125,2.0,0.0,2,3
NEUTRAL,MINIBOSS,SWORDS,48,7,LIGHTNING,3,0.0625,1,0.0,1,2
NEUTRAL,MINIBOSS,SWORDS,48,7,LOOTING,6,0.125,3.0,0.0,3,3
NEUTRAL,MINIBOSS,SWORDS,48,7,MENDING,2,0.0417,1.0,0.0,1,1
NEUTRAL,MINIBOSS,SWORDS,48,7,SHARPNESS,42,0.875,5.0,5.0,2,10
NEUTRAL,MINIBOSS,SWORDS,48,7,SMITE,6,0.125,5.0,0.0,1,5
NEUTRAL,MINIBOSS,SWORDS,48,7,SWEEPING_EDGE,13,0.2708,3,0.0,1,3
NEUTRAL,MINIBOSS,SWORDS,48,7,UNBREAKING,42,0.875,3.0,3.0,1,5
NEUTRAL,MINIBOSS,SWORDS,48,7,VANISHING_CURSE,12,0.25,1.0,0.0,1,1
NEUTRAL,MINIBOSS,TRIDENTS,2,1,CHANNELING,1,0.5,1,0.5,1,1
NEUTRAL,MINIBOSS,TRIDENTS,2,1,IMPALING,2,1.0,5.0,5.0,5,5
NEUTRAL,MINIBOSS,TRIDENTS,2,1,LOYALTY,2,1.0,3.0,3.0,3,3
NEUTRAL,MINIBOSS,TRIDENTS,2,1,RIPTIDE,1,0.5,3,1.5,3,3
NEUTRAL,MINIBOSS,TRIDENTS,2,1,UNBREAKING,1,0.5,3,1.5,3,3
NEUTRAL,TRASH,AXES,3,2,KNOCKBACK,1,0.3333,2,0,2,2
NEUTRAL,TRASH,AXES,3,2,SHARPNESS,3,1.0,3,3,2,3
NEUTRAL,TRASH,AXES,3,2,SMITE,1,0.3333,2,0,2,2
NEUTRAL,TRASH,AXES,3,2,UNBREAKING,1,0.3333,2,0,2,2
NEUTRAL,TRASH,AXES,3,2,VANISHING_CURSE,1,0.3333,1,0,1,1
NEUTRAL,TRASH,BOOTS,33,11,BINDING_CURSE,1,0.0303,1,0,1,1
NEUTRAL,TRASH,BOOTS,33,11,BLAST_PROTECTION,6,0.1818,1.0,0,1,3
NEUTRAL,TRASH,BOOTS,33,11,DEPTH_STRIDER,2,0.0606,2.5,0,2,3
NEUTRAL,TRASH,BOOTS,33,11,FEATHER_FALLING,6,0.1818,4.0,0,3,5
NEUTRAL,TRASH,BOOTS,33,11,FIRE_PROTECTION,5,0.1515,1,0,1,5
NEUTRAL,TRASH,BOOTS,33,11,FROST_WALKER,1,0.0303,2,0,2,2
NEUTRAL,TRASH,BOOTS,33,11,MENDING,2,0.0606,1.0,0,1,1
NEUTRAL,TRASH,BOOTS,33,11,PLASMA_BOOTS,2,0.0606,2.5,0,2,3
NEUTRAL,TRASH,BOOTS,33,11,PROJECTILE_PROTECTION,6,0.1818,1.0,0,1,2
NEUTRAL,TRASH,BOOTS,33,11,PROTECTION,28,0.8485,2.0,2,1,5
NEUTRAL,TRASH,BOOTS,33,11,SHARPNESS,2,0.0606,1.0,0,1,1
NEUTRAL,TRASH,BOOTS,33,11,SMITE,1,0.0303,2,0,2,2
NEUTRAL,TRASH,BOOTS,33,11,SOUL_SPEED,1,0.0303,1,0,1,1
NEUTRAL,TRASH,BOOTS,33,11,UNBREAKING,16,0.4848,3.0,0,1,5
NEUTRAL,TRASH,BOOTS,33,11,VANISHING_CURSE,2,0.0606,1.0,0,1,1
NEUTRAL,TRASH,BOWS,8,5,FLAME,2,0.25,2.0,0.0,1,3
NEUTRAL,TRASH,BOWS,8,5,FROST_WALKER,1,0.125,1,0.0,1,1
NEUTRAL,TRASH,BOWS,8,5,INFINITY,1,0.125,1,0.0,1,1
NEUTRAL,TRASH,BOWS,8,5,MENDING,1,0.125,1,0.0,1,1
NEUTRAL,TRASH,BOWS,8,5,POWER,8,1.0,2.0,2.0,1,5
NEUTRAL,TRASH,BOWS,8,5,PUNCH,4,0.5,1.5,0.5,1,2
NEUTRAL,TRASH,BOWS,8,5,UNBREAKING,4,0.5,2.0,0.5,1,3
NEUTRAL,TRASH,CHESTPLATES,33,10,BINDING_CURSE,2,0.0606,1.0,0,1,1
NEUTRAL,TRASH,CHESTPLATES,33,10,BLAST_PROTECTION,3,0.0909,1,0,1,1
NEUTRAL,TRASH,CHESTPLATES,33,10,FEATHER_FALLING,1,0.0303,4,0,4,4
NEUTRAL,TRASH,CHESTPLATES,33,10,FIRE_PROTECTION,8,0.2424,2.5,0,1,4
NEUTRAL,TRASH,CHESTPLATES,33,10,MENDING,4,0.1212,1.0,0,1,1
NEUTRAL,TRASH,CHESTPLATES,33,10,PROJECTILE_PROTECTION,6,0.1818,1.5,0,1,2
NEUTRAL,TRASH,CHESTPLATES,33,10,PROTECTION,30,0.9091,2.0,2,1,5
NEUTRAL,TRASH,CHESTPLATES,33,10,SHARPNESS,2,0.0606,1.0,0,1,1
NEUTRAL,TRASH,CHESTPLATES,33,10,SMITE,1,0.0303,2,0,2,2
NEUTRAL,TRASH,CHESTPLATES,33,10,THORNS,3,0.0909,2,0,1,2
NEUTRAL,TRASH,CHESTPLATES,33,10,UNBREAKING,15,0.4545,3,0,1,5
NEUTRAL,TRASH,CHESTPLATES,33,10,VANISHING_CURSE,2,0.0606,1.0,0,1,1
NEUTRAL,TRASH,CROSSBOWS,4,4,MENDING,2,0.5,1.0,0.5,1,1
NEUTRAL,TRASH,CROSSBOWS,4,4,MULTISHOT,2,0.5,2.0,0.5,1,3
NEUTRAL,TRASH,CROSSBOWS,4,4,PIERCING,3,0.75,3,2.5,2,4
NEUTRAL,TRASH,CROSSBOWS,4,4,QUICK_CHARGE,2,0.5,3.0,1.5,3,3
NEUTRAL,TRASH,CROSSBOWS,4,4,SMITE,1,0.25,2,0.0,2,2
NEUTRAL,TRASH,CROSSBOWS,4,4,UNBREAKING,3,0.75,2,2.0,2,3
NEUTRAL,TRASH,HELMETS,31,9,AQUA_AFFINITY,3,0.0968,1,0,1,1
NEUTRAL,TRASH,HELMETS,31,9,BANE_OF_ARTHROPODS,1,0.0323,1,0,1,1
NEUTRAL,TRASH,HELMETS,31,9,BINDING_CURSE,1,0.0323,1,0,1,1
NEUTRAL,TRASH,HELMETS,31,9,BLAST_PROTECTION,4,0.129,1.0,0,1,4
NEUTRAL,TRASH,HELMETS,31,9,FIRE_PROTECTION,5,0.1613,1,0,1,3
NEUTRAL,TRASH,HELMETS,31,9,MENDING,2,0.0645,1.0,0,1,1
NEUTRAL,TRASH,HELMETS,31,9,PROJECTILE_PROTECTION,7,0.2258,2,0,1,4
NEUTRAL,TRASH,HELMETS,31,9,PROTECTION,26,0.8387,2.0,2,1,5
NEUTRAL,TRASH,HELMETS,31,9,RESPIRATION,4,0.129,2.5,0,1,3
NEUTRAL,TRASH,HELMETS,31,9,SHARPNESS,1,0.0323,3,0,3,3
NEUTRAL,TRASH,HELMETS,31,9,SMITE,2,0.0645,1.5,0,1,2
NEUTRAL,TRASH,HELMETS,31,9,THORNS,2,0.0645,2.0,0,1,3
NEUTRAL,TRASH,HELMETS,31,9,UNBREAKING,14,0.4516,3.0,0,1,5
NEUTRAL,TRASH,HELMETS,31,9,VANISHING_CURSE,2,0.0645,1.0,0,1,1
NEUTRAL,TRASH,HOES,2,2,FORTUNE,1,0.5,3,1.5,3,3
NEUTRAL,TRASH,HOES,2,2,LOOTING,1,0.5,2,1.0,2,2
NEUTRAL,TRASH,HOES,2,2,MENDING,2,1.0,1.0,1.0,1,1
NEUTRAL,TRASH,HOES,2,2,SHARPNESS,2,1.0,4.0,4.0,4,4
NEUTRAL,TRASH,HOES,2,2,SWEEPING_EDGE,1,0.5,2,1.0,2,2
NEUTRAL,TRASH,HOES,2,2,UNBREAKING,2,1.0,2.5,2.5,2,3
NEUTRAL,TRASH,LEGGINGS,30,9,BINDING_CURSE,1,0.0333,1,0.0,1,1
NEUTRAL,TRASH,LEGGINGS,30,9,BLAST_PROTECTION,5,0.1667,1,0.0,1,3
NEUTRAL,TRASH,LEGGINGS,30,9,DEPTH_STRIDER,1,0.0333,2,0.0,2,2
NEUTRAL,TRASH,LEGGINGS,30,9,FEATHER_FALLING,4,0.1333,2.0,0.0,2,3
NEUTRAL,TRASH,LEGGINGS,30,9,FIRE_PROTECTION,5,0.1667,1,0.0,1,4
NEUTRAL,TRASH,LEGGINGS,30,9,MENDING,2,0.0667,1.0,0.0,1,1
NEUTRAL,TRASH,LEGGINGS,30,9,PROJECTILE_PROTECTION,6,0.2,1.5,0.0,1,4
NEUTRAL,TRASH,LEGGINGS,30,9,PROTECTION,27,0.9,2,2.0,1,5
NEUTRAL,TRASH,LEGGINGS,30,9,SMITE,1,0.0333,2,0.0,2,2
NEUTRAL,TRASH,LEGGINGS,30,9,SWIFT_SNEAK,1,0.0333,2,0.0,2,2
NEUTRAL,TRASH,LEGGINGS,30,9,UNBREAKING,13,0.4333,3,0.0,1,5
NEUTRAL,TRASH,LEGGINGS,30,9,VANISHING_CURSE,1,0.0333,1,0.0,1,1
NEUTRAL,TRASH,MACES,8,4,BREACH,1,0.125,4,0.0,4,4
NEUTRAL,TRASH,MACES,8,4,DENSITY,1,0.125,5,0.0,5,5
NEUTRAL,TRASH,MACES,8,4,KNOCKBACK,5,0.625,2,1.0,1,3
NEUTRAL,TRASH,MACES,8,4,MENDING,2,0.25,1.0,0.0,1,1
NEUTRAL,TRASH,MACES,8,4,SHARPNESS,7,0.875,2,2.0,2,4
NEUTRAL,TRASH,MACES,8,4,SMITE,1,0.125,2,0.0,2,2
NEUTRAL,TRASH,MACES,8,4,UNBREAKING,4,0.5,2.0,1.0,2,3
NEUTRAL,TRASH,MACES,8,4,WIND_BURST,1,0.125,3,0.0,3,3
NEUTRAL,TRASH,SHIELDS,10,5,BANE_OF_ARTHROPODS,1,0.1,2,0.0,2,2
NEUTRAL,TRASH,SHIELDS,10,5,BINDING_CURSE,1,0.1,3,0.0,3,3
NEUTRAL,TRASH,SHIELDS,10,5,CURSE_OF_VANISHING,1,0.1,1,0.0,1,1
NEUTRAL,TRASH,SHIELDS,10,5,MENDING,2,0.2,1.0,0.0,1,1
NEUTRAL,TRASH,SHIELDS,10,5,PROJECTILE_PROTECTION,1,0.1,4,0.0,4,4
NEUTRAL,TRASH,SHIELDS,10,5,PROTECTION,3,0.3,4,0.0,2,5
NEUTRAL,TRASH,SHIELDS,10,5,THORNS,4,0.4,2.5,0.0,1,3
NEUTRAL,TRASH,SHIELDS,10,5,UNBREAKING,8,0.8,2.5,2.0,1,4
NEUTRAL,TRASH,SPEARS,11,4,IMPALING,10,0.9091,4.0,4,3,6
NEUTRAL,TRASH,SPEARS,11,4,LUNGE,1,0.0909,3,0,3,3
NEUTRAL,TRASH,SPEARS,11,4,MENDING,2,0.1818,1.0,0,1,1
NEUTRAL,TRASH,SPEARS,11,4,PIERCING,1,0.0909,2,0,2,2
NEUTRAL,TRASH,SPEARS,11,4,SHARPNESS,8,0.7273,3.0,2,2,5
NEUTRAL,TRASH,SPEARS,11,4,SMITE,1,0.0909,2,0,2,2
NEUTRAL,TRASH,SPEARS,11,4,UNBREAKING,7,0.6364,3,2,2,4
NEUTRAL,TRASH,SWORDS,15,6,BANE_OF_ARTHROPODS,2,0.1333,2.0,0,2,2
NEUTRAL,TRASH,SWORDS,15,6,FIRE_ASPECT,3,0.2,2,0,1,3
NEUTRAL,TRASH,SWORDS,15,6,IMPALING,1,0.0667,1,0,1,1
NEUTRAL,TRASH,SWORDS,15,6,LOOTING,2,0.1333,3.0,0,3,3
NEUTRAL,TRASH,SWORDS,15,6,MENDING,1,0.0667,1,0,1,1
NEUTRAL,TRASH,SWORDS,15,6,SHARPNESS,12,0.8,3.0,2,2,6
NEUTRAL,TRASH,SWORDS,15,6,SMITE,4,0.2667,3.0,0,2,4
NEUTRAL,TRASH,SWORDS,15,6,SWEEPING_EDGE,1,0.0667,1,0,1,1
NEUTRAL,TRASH,SWORDS,15,6,UNBREAKING,6,0.4,2.5,0,1,3
NEUTRAL,TRASH,SWORDS,15,6,VANISHING_CURSE,1,0.0667,1,0,1,1
NEUTRAL,TRASH,TRIDENTS,5,4,CHANNELING,3,0.6,1,1,1,1
NEUTRAL,TRASH,TRIDENTS,5,4,IMPALING,3,0.6,5,5,5,6
NEUTRAL,TRASH,TRIDENTS,5,4,LIGHTNING,1,0.2,1,0,1,1
NEUTRAL,TRASH,TRIDENTS,5,4,LOYALTY,4,0.8,3.0,3,1,3
NEUTRAL,TRASH,TRIDENTS,5,4,MENDING,2,0.4,1.0,0,1,1
NEUTRAL,TRASH,TRIDENTS,5,4,SHARPNESS,1,0.2,5,0,5,5
NEUTRAL,TRASH,TRIDENTS,5,4,UNBREAKING,4,0.8,3.0,3,1,5
NEUTRAL,TRASH,TRIDENTS,5,4,VANISHING_CURSE,1,0.2,1,0,1,1
NORMAL,BOSS,AXES,10,4,BANE_OF_ARTHROPODS,2,0.2,3.5,0.0,2,5
NORMAL,BOSS,AXES,10,4,BLAST_PROTECTION,1,0.1,4,0.0,4,4
NORMAL,BOSS,AXES,10,4,CRITICAL_STRIKES,1,0.1,2,0.0,2,2
NORMAL,BOSS,AXES,10,4,FIRE_PROTECTION,2,0.2,4.5,0.0,4,5
NORMAL,BOSS,AXES,10,4,LOUD_STRIKES,5,0.5,1,0.5,1,2
NORMAL,BOSS,AXES,10,4,PROJECTILE_PROTECTION,4,0.4,4.0,0.0,3,4
NORMAL,BOSS,AXES,10,4,PROTECTION,4,0.4,5.0,0.0,2,5
NORMAL,BOSS,AXES,10,4,SHARPNESS,8,0.8,3.0,3.0,2,8
NORMAL,BOSS,AXES,10,4,SMITE,1,0.1,3,0.0,3,3
NORMAL,BOSS,AXES,10,4,UNBREAKING,7,0.7,3,2.5,1,7
NORMAL,BOSS,BOOTS,30,14,BANE_OF_ARTHROPODS,5,0.1667,4,0.0,4,5
NORMAL,BOSS,BOOTS,30,14,BLAST_PROTECTION,10,0.3333,3.0,0.0,1,6
NORMAL,BOSS,BOOTS,30,14,DEPTH_STRIDER,1,0.0333,1,0.0,1,1
NORMAL,BOSS,BOOTS,30,14,FEATHER_FALLING,9,0.3,4,0.0,1,8
NORMAL,BOSS,BOOTS,30,14,FIRE_PROTECTION,12,0.4,3.0,0.0,1,6
NORMAL,BOSS,BOOTS,30,14,FROST_WALKER,2,0.0667,1.0,0.0,1,1
NORMAL,BOSS,BOOTS,30,14,HUNTER,1,0.0333,1,0.0,1,1
NORMAL,BOSS,BOOTS,30,14,LOUD_STRIKES,9,0.3,1,0.0,1,1
NORMAL,BOSS,BOOTS,30,14,MENDING,1,0.0333,1,0.0,1,1
NORMAL,BOSS,BOOTS,30,14,PROJECTILE_PROTECTION,12,0.4,3.0,0.0,1,4
NORMAL,BOSS,BOOTS,30,14,PROTECTION,26,0.8667,3.5,3.0,1,7
NORMAL,BOSS,BOOTS,30,14,SHARPNESS,17,0.5667,4,2.0,2,6
NORMAL,BOSS,BOOTS,30,14,SMITE,6,0.2,4.0,0.0,2,5
NORMAL,BOSS,BOOTS,30,14,THORNS,5,0.1667,1,0.0,1,3
NORMAL,BOSS,BOOTS,30,14,UNBREAKING,17,0.5667,3,1.0,1,4
NORMAL,BOSS,BOWS,21,13,FLAME,10,0.4762,1.0,0,1,6
NORMAL,BOSS,BOWS,21,13,INFINITY,8,0.381,1.0,0,1,5
NORMAL,BOSS,BOWS,21,13,MENDING,2,0.0952,1.0,0,1,1
NORMAL,BOSS,BOWS,21,13,POWER,21,1.0,4,4,1,5
NORMAL,BOSS,BOWS,21,13,PROTECTION,1,0.0476,2,0,2,2
NORMAL,BOSS,BOWS,21,13,PUNCH,7,0.3333,2,0,1,3
NORMAL,BOSS,BOWS,21,13,SMITE,1,0.0476,3,0,3,3
NORMAL,BOSS,BOWS,21,13,UNBREAKING,17,0.8095,3,3,1,4
NORMAL,BOSS,CHESTPLATES,30,14,BANE_OF_ARTHROPODS,7,0.2333,4,0.0,2,4
NORMAL,BOSS,CHESTPLATES,30,14,BLAST_PROTECTION,12,0.4,3.5,0.0,1,6
NORMAL,BOSS,CHESTPLATES,30,14,FEATHER_FALLING,4,0.1333,2.0,0.0,2,4
NORMAL,BOSS,CHESTPLATES,30,14,FIRE_PROTECTION,12,0.4,3.0,0.0,1,6
NORMAL,BOSS,CHESTPLATES,30,14,HUNTER,1,0.0333,1,0.0,1,1
NORMAL,BOSS,CHESTPLATES,30,14,LOUD_STRIKES,10,0.3333,1.0,0.0,1,1
NORMAL,BOSS,CHESTPLATES,30,14,MENDING,1,0.0333,1,0.0,1,1
NORMAL,BOSS,CHESTPLATES,30,14,PROJECTILE_PROTECTION,11,0.3667,3,0.0,1,5
NORMAL,BOSS,CHESTPLATES,30,14,PROTECTION,29,0.9667,4,3.5,1,8
NORMAL,BOSS,CHESTPLATES,30,14,SHARPNESS,15,0.5,4,1.0,2,5
NORMAL,BOSS,CHESTPLATES,30,14,SMITE,8,0.2667,4.0,0.0,2,6
NORMAL,BOSS,CHESTPLATES,30,14,THORNS,10,0.3333,2.0,0.0,1,5
NORMAL,BOSS,CHESTPLATES,30,14,UNBREAKING,17,0.5667,3,1.0,1,5
NORMAL,BOSS,CROSSBOWS,20,11,LOUD_STRIKES,1,0.05,1,0.0,1,1
NORMAL,BOSS,CROSSBOWS,20,11,MENDING,1,0.05,1,0.0,1,1
NORMAL,BOSS,CROSSBOWS,20,11,MULTISHOT,2,0.1,4.0,0.0,3,5
NORMAL,BOSS,CROSSBOWS,20,11,PIERCING,20,1.0,3.0,3.0,2,5
NORMAL,BOSS,CROSSBOWS,20,11,PROTECTION,1,0.05,2,0.0,2,2
NORMAL,BOSS,CROSSBOWS,20,11,QUICK_CHARGE,18,0.9,2.0,2.0,1,3
NORMAL,BOSS,CROSSBOWS,20,11,SHARPNESS,2,0.1,2.0,0.0,2,2
NORMAL,BOSS,CROSSBOWS,20,11,SMITE,2,0.1,3.0,0.0,3,3
NORMAL,BOSS,CROSSBOWS,20,11,UNBREAKING,15,0.75,3,3.0,1,4
NORMAL,BOSS,HELMETS,31,14,AQUA_AFFINITY,1,0.0323,1,0,1,1
NORMAL,BOSS,HELMETS,31,14,BANE_OF_ARTHROPODS,4,0.129,4.5,0,3,6
NORMAL,BOSS,HELMETS,31,14,BLAST_PROTECTION,13,0.4194,4,0,1,6
NORMAL,BOSS,HELMETS,31,14,CRITICAL_STRIKES,1,0.0323,1,0,1,1
NORMAL,BOSS,HELMETS,31,14,FEATHER_FALLING,4,0.129,2.5,0,2,4
NORMAL,BOSS,HELMETS,31,14,FIRE_PROTECTION,7,0.2258,4,0,1,6
NORMAL,BOSS,HELMETS,31,14,HUNTER,1,0.0323,1,0,1,1
NORMAL,BOSS,HELMETS,31,14,LOUD_STRIKES,12,0.3871,1.0,0,1,1
NORMAL,BOSS,HELMETS,31,14,MENDING,1,0.0323,1,0,1,1
NORMAL,BOSS,HELMETS,31,14,PROJECTILE_PROTECTION,19,0.6129,4,2,1,8
NORMAL,BOSS,HELMETS,31,14,PROTECTION,29,0.9355,3,3,1,7
NORMAL,BOSS,HELMETS,31,14,RESPIRATION,3,0.0968,1,0,1,1
NORMAL,BOSS,HELMETS,31,14,SHARPNESS,14,0.4516,4.0,0,2,5
NORMAL,BOSS,HELMETS,31,14,SMITE,7,0.2258,4,0,2,6
NORMAL,BOSS,HELMETS,31,14,THORNS,4,0.129,1.0,0,1,3
NORMAL,BOSS,HELMETS,31,14,UNBREAKING,18,0.5806,3.0,1,1,10
NORMAL,BOSS,HOES,13,6,EFFICIENCY,4,0.3077,3.0,0,1,3
NORMAL,BOSS,HOES,13,6,MENDING,4,0.3077,1.0,0,1,1
NORMAL,BOSS,HOES,13,6,SHARPNESS,9,0.6923,5,4,3,7
NORMAL,BOSS,HOES,13,6,SMITE,1,0.0769,5,0,5,5
NORMAL,BOSS,HOES,13,6,SWEEPING_EDGE,9,0.6923,2,2,1,4
NORMAL,BOSS,HOES,13,6,UNBREAKING,13,1.0,4,4,2,5
NORMAL,BOSS,LEGGINGS,30,14,BANE_OF_ARTHROPODS,6,0.2,4.0,0.0,3,4
NORMAL,BOSS,LEGGINGS,30,14,BLAST_PROTECTION,9,0.3,3,0.0,1,6
NORMAL,BOSS,LEGGINGS,30,14,CRITICAL_STRIKES,1,0.0333,1,0.0,1,1
NORMAL,BOSS,LEGGINGS,30,14,DEPTH_STRIDER,1,0.0333,1,0.0,1,1
NORMAL,BOSS,LEGGINGS,30,14,FEATHER_FALLING,6,0.2,5.0,0.0,2,6
NORMAL,BOSS,LEGGINGS,30,14,FIRE_PROTECTION,12,0.4,4.0,0.0,1,8
NORMAL,BOSS,LEGGINGS,30,14,HUNTER,1,0.0333,1,0.0,1,1
NORMAL,BOSS,LEGGINGS,30,14,LOUD_STRIKES,11,0.3667,1,0.0,1,1
NORMAL,BOSS,LEGGINGS,30,14,MENDING,1,0.0333,1,0.0,1,1
NORMAL,BOSS,LEGGINGS,30,14,PROJECTILE_PROTECTION,14,0.4667,3.0,0.0,1,6
NORMAL,BOSS,LEGGINGS,30,14,PROTECTION,28,0.9333,3.0,3.0,1,7
NORMAL,BOSS,LEGGINGS,30,14,SHARPNESS,14,0.4667,5.0,0.0,2,6
NORMAL,BOSS,LEGGINGS,30,14,SMITE,6,0.2,4.0,0.0,2,5
NORMAL,BOSS,LEGGINGS,30,14,THORNS,5,0.1667,1,0.0,1,3
NORMAL,BOSS,LEGGINGS,30,14,UNBREAKING,18,0.6,3.0,1.0,1,4
NORMAL,BOSS,MACES,21,12,FIRE_ASPECT,2,0.0952,1.5,0,1,2
NORMAL,BOSS,MACES,21,12,KNOCKBACK,21,1.0,2,2,1,3
NORMAL,BOSS,MACES,21,12,MENDING,2,0.0952,1.0,0,1,1
NORMAL,BOSS,MACES,21,12,PROTECTION,1,0.0476,2,0,2,2
NORMAL,BOSS,MACES,21,12,SHARPNESS,21,1.0,5,5,3,7
NORMAL,BOSS,MACES,21,12,SMITE,2,0.0952,3.0,0,3,3
NORMAL,BOSS,MACES,21,12,THORNS,1,0.0476,2,0,2,2
NORMAL,BOSS,MACES,21,12,UNBREAKING,19,0.9048,3,3,1,5
NORMAL,BOSS,SHIELDS,10,6,BLAST_PROTECTION,2,0.2,4.0,0.0,4,4
NORMAL,BOSS,SHIELDS,10,6,FIRE_PROTECTION,2,0.2,3.5,0.0,3,4
NORMAL,BOSS,SHIELDS,10,6,FORTUNE,1,0.1,2,0.0,2,2
NORMAL,BOSS,SHIELDS,10,6,LOUD_STRIKES,7,0.7,1,1.0,1,1
NORMAL,BOSS,SHIELDS,10,6,LUCK_OF_THE_SEA,1,0.1,4,0.0,4,4
NORMAL,BOSS,SHIELDS,10,6,MENDING,3,0.3,2,0.0,1,4
NORMAL,BOSS,SHIELDS,10,6,PROJECTILE_PROTECTION,5,0.5,4,2.0,4,5
NORMAL,BOSS,SHIELDS,10,6,PROTECTION,7,0.7,5,3.0,2,6
NORMAL,BOSS,SHIELDS,10,6,SHARPNESS,3,0.3,3,0.0,2,5
NORMAL,BOSS,SHIELDS,10,6,SMITE,1,0.1,3,0.0,3,3
